DateTime,UCI_minutes,Batch,Temp1,Temp2,Pressure1
2018-06-29 14:51,330.605,1,-37.57,-48.22,0.29330921
2018-06-29 15:01,340.623,1,-36.49,-47.43,0.319973683
2018-06-29 15:11,350.646,1,-36.36,-44.5,0.33330592
2018-06-29 15:21,360.667,1,-36.6,-44.81,0.319973683
2018-06-29 15:31,370.686,1,-36.79,-47.5,0.306641446
2018-06-29 15:41,380.705,1,-37.18,-47.58,0.279976973
2018-06-29 15:51,390.724,1,-37.58,-47.18,0.266644736
2018-06-29 16:01,400.742,1,-37.77,-47.93,0.266644736
2018-06-29 16:11,410.759,1,-37.85,-47.87,0.266644736
2018-06-29 16:21,420.777,1,-37.89,-46.74,0.266644736
2018-06-29 16:31,430.795,1,-37.89,-47.3,0.266644736
2018-06-29 16:41,440.814,1,-37.89,-46.68,0.266644736
2018-06-29 16:51,450.833,1,-37.88,-47.6,0.266644736
2018-06-29 17:01,460.851,1,-37.85,-44.48,0.266644736
2018-06-29 17:11,470.87,1,-37.9,-48.64,0.266644736
2018-06-29 17:21,480.889,1,-37.85,-48.11,0.279976973
2018-06-29 17:31,490.908,1,-37.81,-47.6,0.266644736
2018-06-29 17:41,500.927,1,-37.75,-45.6,0.266644736
2018-06-29 17:51,510.946,1,-37.79,-46.51,0.266644736
2018-06-29 18:01,520.965,1,-37.75,-48.89,0.266644736
2018-06-29 18:11,530.984,1,-37.68,-44.74,0.266644736
2018-06-29 18:21,541.003,1,-37.72,-47.06,0.266644736
2018-06-29 18:31,551.022,1,-37.66,-47.01,0.266644736
2018-06-29 18:41,561.04,1,-37.53,-48.77,0.266644736
2018-06-29 18:51,571.059,1,-37.35,-48.05,0.266644736
2018-06-29 19:01,581.078,1,-37.22,-49.19,0.266644736
2018-06-29 19:11,591.096,1,-37.05,-47.1,0.266644736
2018-06-29 19:21,601.115,1,-37,-46.46,0.266644736
2018-06-29 19:32,611.134,1,-37,-46.58,0.266644736
2018-06-29 19:42,621.154,1,-36.86,-45.54,0.266644736
2018-06-29 19:52,631.173,1,-36.88,-48.22,0.266644736
2018-06-29 20:02,641.192,1,-36.89,-49.08,0.266644736
2018-06-29 20:12,651.211,1,-36.86,-46.84,0.266644736
2018-06-29 20:22,661.23,1,-36.8,-46.11,0.266644736
2018-06-29 20:32,671.249,1,-36.75,-49.21,0.266644736
2018-06-29 20:42,681.268,1,-36.72,-46.35,0.266644736
2018-06-29 20:52,691.287,1,-36.76,-46.77,0.266644736
2018-06-29 21:02,701.306,1,-36.67,-47.72,0.266644736
2018-06-29 21:12,711.324,1,-36.63,-43.89,0.266644736
2018-06-29 21:22,721.343,1,-36.6,-44.36,0.266644736
2018-06-29 21:32,731.362,1,-36.54,-45.6,0.266644736
2018-06-29 21:42,741.381,1,-36.54,-47.23,0.266644736
2018-06-29 21:52,751.399,1,-36.52,-46.31,0.266644736
2018-06-29 22:02,761.418,1,-36.49,-48.46,0.266644736
2018-06-29 22:12,771.437,1,-36.49,-48.56,0.266644736
2018-06-29 22:22,781.457,1,-36.52,-48.95,0.266644736
2018-06-29 22:32,791.475,1,-36.45,-47.16,0.266644736
2018-06-29 22:42,801.494,1,-36.39,-47.56,0.266644736
2018-06-29 22:52,811.513,1,-36.25,-49.17,0.266644736
2018-06-29 23:02,821.531,1,-36.08,-47.54,0.266644736
2018-06-29 23:12,831.55,1,-35.96,-45.25,0.266644736
2018-06-29 23:22,841.569,1,-35.9,-46.28,0.266644736
2018-06-29 23:32,851.587,1,-35.86,-47.89,0.266644736
2018-06-29 23:42,861.607,1,-35.77,-48.03,0.266644736
2018-06-29 23:52,871.626,1,-35.74,-47.5,0.266644736
2018-06-30 00:02,881.645,1,-35.7,-47.64,0.266644736
2018-06-30 00:12,891.663,1,-35.63,-45.34,0.266644736
2018-06-30 00:22,901.683,1,-35.7,-47.45,0.266644736
2018-06-30 00:32,911.701,1,-35.72,-48.46,0.266644736
2018-06-30 00:42,921.72,1,-35.77,-47.6,0.266644736
2018-06-30 00:52,931.739,1,-35.72,-47.72,0.266644736
2018-06-30 01:02,941.758,1,-35.78,-47.14,0.266644736
2018-06-30 01:12,951.777,1,-35.74,-45.41,0.266644736
2018-06-30 01:22,961.796,1,-35.74,-48.24,0.266644736
2018-06-30 01:32,971.815,1,-35.7,-47.96,0.266644736
2018-06-30 01:42,981.834,1,-35.7,-42.43,0.266644736
2018-06-30 01:52,991.853,1,-35.75,-48.22,0.266644736
2018-06-30 02:02,1001.872,1,-35.72,-46.5,0.279976973
2018-06-30 02:12,1011.891,1,-35.72,-46.8,0.266644736
2018-06-30 02:22,1021.91,1,-35.74,-48.95,0.266644736
2018-06-30 02:32,1031.929,1,-35.63,-46.86,0.266644736
2018-06-30 02:42,1041.947,1,-35.63,-46.95,0.266644736
2018-06-30 02:52,1051.966,1,-35.5,-46.46,0.266644736
2018-06-30 03:02,1061.984,1,-35.5,-46.13,0.266644736
2018-06-30 03:12,1072.004,1,-35.5,-48.11,0.266644736
2018-06-30 03:22,1082.022,1,-35.44,-46.99,0.266644736
2018-06-30 03:32,1092.042,1,-35.37,-47.96,0.266644736
2018-06-30 03:42,1102.061,1,-35.33,-47.14,0.266644736
2018-06-30 03:52,1112.08,1,-35.26,-47.29,0.266644736
2018-06-30 04:02,1122.098,1,-35.3,-43.27,0.266644736
2018-06-30 04:12,1132.084,1,-35.16,-42.14,0.266644736
2018-06-30 04:22,1142.092,1,-35.14,-45.08,0.266644736
2018-06-30 04:32,1152.109,1,-35.11,-45.61,0.266644736
2018-06-30 04:43,1162.127,1,-35.08,-46.83,0.266644736
2018-06-30 04:53,1172.144,1,-35.08,-48.4,0.266644736
2018-06-30 05:03,1182.162,1,-35,-46.28,0.266644736
2018-06-30 05:13,1192.18,1,-35,-48.88,0.266644736
2018-06-30 05:23,1202.2,1,-34.95,-46.63,0.266644736
2018-06-30 05:33,1212.219,1,-34.97,-48.19,0.266644736
2018-06-30 05:43,1222.237,1,-34.95,-48.31,0.266644736
2018-06-30 05:53,1232.255,1,-34.89,-47.6,0.266644736
2018-06-30 06:03,1242.273,1,-34.82,-48.02,0.266644736
2018-06-30 06:13,1252.292,1,-34.82,-47.87,0.266644736
2018-06-30 06:23,1262.309,1,-34.77,-47.98,0.266644736
2018-06-30 06:33,1272.327,1,-34.77,-48.23,0.266644736
2018-06-30 06:43,1282.345,1,-34.58,-49.26,0.266644736
2018-06-30 06:53,1292.363,1,-34.47,-47.93,0.266644736
2018-06-30 07:03,1302.381,1,-34.36,-45.78,0.266644736
2018-06-30 07:13,1312.399,1,-34.22,-47.05,0.266644736
2018-06-30 07:23,1322.416,1,-34.05,-47.69,0.266644736
2018-06-30 07:33,1332.434,1,-33.94,-46.77,0.266644736
2018-06-30 07:43,1342.452,1,-33.74,-45.66,0.279976973
2018-06-30 07:53,1352.47,1,-33.67,-48.19,0.266644736
2018-06-30 08:03,1362.488,1,-33.52,-47.5,0.266644736
2018-06-30 08:13,1372.506,1,-33.5,-46.66,0.266644736
2018-06-30 08:23,1382.524,1,-33.45,-46.77,0.266644736
2018-06-30 08:33,1392.542,1,-33.29,-48.03,0.266644736
2018-06-30 08:43,1402.56,1,-33.14,-46.58,0.266644736
2018-06-30 08:53,1412.578,1,-33.14,-47.16,0.266644736
2018-06-30 09:03,1422.595,1,-33.05,-47.69,0.279976973
2018-06-30 09:13,1432.612,1,-31.45,-44.28,0.346638157
2018-06-30 09:23,1442.637,1,-31.38,-46.95,0.346638157
2018-06-30 09:33,1452.657,1,-31.29,-48.75,0.33330592
2018-06-30 09:43,1462.675,1,-31.18,-46.17,0.346638157
2018-06-30 09:53,1472.694,1,-31.18,-48.38,0.346638157
2018-06-30 10:03,1482.713,1,-31.07,-47.54,0.33330592
2018-06-30 10:13,1492.73,1,-31,-45.23,0.33330592
2018-06-30 10:23,1502.748,1,-30.89,-47.8,0.33330592
2018-06-30 10:33,1512.765,1,-30.87,-47.85,0.33330592
2018-06-30 10:43,1522.783,1,-30.85,-44.92,0.346638157
2018-06-30 10:53,1532.8,1,-30.7,-46.99,0.346638157
2018-06-30 11:03,1542.818,1,-30.67,-46.35,0.33330592
2018-06-30 11:13,1552.837,1,-30.59,-48.24,0.346638157
2018-06-30 11:23,1562.855,1,-30.54,-46,0.33330592
2018-06-30 11:33,1572.874,1,-30.5,-46.83,0.346638157
2018-06-30 11:43,1582.892,1,-30.37,-46.71,0.33330592
2018-06-30 11:53,1592.909,1,-30.32,-45.27,0.346638157
2018-06-30 12:03,1602.926,1,-30.26,-48.69,0.33330592
2018-06-30 12:13,1612.945,1,-30.19,-48.03,0.33330592
2018-06-30 12:23,1622.963,1,-30.1,-47.78,0.346638157
2018-06-30 12:33,1632.981,1,-30.01,-47.89,0.346638157
2018-06-30 12:43,1642.998,1,-29.95,-48.27,0.33330592
2018-06-30 12:53,1653.016,1,-29.9,-47.72,0.346638157
2018-06-30 13:03,1663.034,1,-29.85,-47.69,0.346638157
2018-06-30 13:13,1673.052,1,-29.73,-45.98,0.346638157
2018-06-30 13:23,1683.07,1,-29.66,-47.78,0.33330592
2018-06-30 13:33,1693.087,1,-29.55,-48.22,0.33330592
2018-06-30 13:43,1703.104,1,-29.48,-46.8,0.33330592
2018-06-30 13:54,1713.122,1,-29.42,-45.23,0.33330592
2018-06-30 14:04,1723.14,1,-29.28,-45.75,0.33330592
2018-06-30 14:14,1733.157,1,-29.28,-45.91,0.346638157
2018-06-30 14:24,1743.175,1,-29.18,-48.07,0.33330592
2018-06-30 14:34,1753.193,1,-29.07,-48.27,0.346638157
2018-06-30 14:44,1763.21,1,-29.09,-44.89,0.33330592
2018-06-30 14:54,1773.228,1,-28.92,-46.84,0.33330592
2018-06-30 15:04,1783.245,1,-28.81,-48.02,0.346638157
2018-06-30 15:14,1793.263,1,-28.78,-47.75,0.33330592
2018-06-30 15:24,1803.281,1,-28.65,-47.69,0.33330592
2018-06-30 15:34,1813.299,1,-28.56,-48.05,0.346638157
2018-06-30 15:44,1823.317,1,-28.51,-48.05,0.33330592
2018-06-30 15:54,1833.335,1,-28.49,-47.78,0.33330592
2018-06-30 16:04,1843.353,1,-28.34,-46.06,0.346638157
2018-06-30 16:14,1853.371,1,-28.31,-45.6,0.33330592
2018-06-30 16:24,1863.388,1,-28.19,-48.14,0.346638157
2018-06-30 16:34,1873.406,1,-28.13,-47.72,0.346638157
2018-06-30 16:44,1883.424,1,-28.08,-47.23,0.33330592
2018-06-30 16:54,1893.442,1,-27.98,-46.46,0.346638157
2018-06-30 17:04,1903.46,1,-27.96,-48.08,0.33330592
2018-06-30 17:14,1913.478,1,-27.87,-45.32,0.346638157
2018-06-30 17:24,1923.497,1,-27.78,-47.71,0.33330592
2018-06-30 17:34,1933.515,1,-27.72,-47.01,0.33330592
2018-06-30 17:44,1943.533,1,-27.6,-44.32,0.33330592
2018-06-30 17:54,1953.551,1,-27.58,-49.04,0.346638157
2018-06-30 18:04,1963.569,1,-27.42,-48.49,0.346638157
2018-06-30 18:14,1973.586,1,-27.38,-45.11,0.346638157
2018-06-30 18:24,1983.604,1,-27.28,-46.54,0.33330592
2018-06-30 18:34,1993.622,1,-27.19,-48.11,0.33330592
2018-06-30 18:44,2003.64,1,-27.17,-46.83,0.33330592
2018-06-30 18:54,2013.658,1,-27.1,-47.6,0.33330592
2018-06-30 19:04,2023.676,1,-26.97,-46.86,0.33330592
2018-06-30 19:14,2033.693,1,-26.97,-48.44,0.33330592
2018-06-30 19:24,2043.711,1,-26.89,-47.69,0.33330592
2018-06-30 19:34,2053.729,1,-26.77,-47.32,0.346638157
2018-06-30 19:44,2063.747,1,-26.64,-48.23,0.33330592
2018-06-30 19:54,2073.765,1,-26.6,-48.68,0.346638157
2018-06-30 20:04,2083.783,1,-26.51,-45.95,0.33330592
2018-06-30 20:14,2093.814,1,-26.42,-47.91,0.346638157
2018-06-30 20:24,2103.837,1,-26.35,-47.98,0.346638157
2018-06-30 20:34,2113.856,1,-26.24,-47.96,0.346638157
2018-06-30 20:44,2123.875,1,-26.15,-46.1,0.346638157
2018-06-30 20:54,2133.894,1,-26.02,-46.57,0.33330592
2018-06-30 21:04,2143.912,1,-26,-47.71,0.33330592
2018-06-30 21:14,2153.931,1,-25.92,-47.41,0.33330592
2018-06-30 21:24,2163.95,1,-25.81,-46.59,0.346638157
2018-06-30 21:34,2173.968,1,-25.69,-48.19,0.346638157
2018-06-30 21:44,2183.987,1,-25.63,-48.14,0.33330592
2018-06-30 21:54,2194.006,1,-25.59,-48.05,0.346638157
2018-06-30 22:04,2204.025,1,-25.43,-46.79,0.33330592
2018-06-30 22:14,2214.044,1,-25.36,-48.49,0.33330592
2018-06-30 22:24,2224.062,1,-25.27,-47.98,0.346638157
2018-06-30 22:34,2234.081,1,-25.23,-48.31,0.33330592
2018-06-30 22:44,2244.1,1,-25.17,-48.07,0.33330592
2018-06-30 22:55,2254.119,1,-25.04,-45.95,0.346638157
2018-06-30 23:05,2264.138,1,-24.99,-47.96,0.33330592
2018-06-30 23:15,2274.156,1,-24.86,-48.31,0.346638157
2018-06-30 23:25,2284.175,1,-24.77,-48.92,0.346638157
2018-06-30 23:35,2294.194,1,-24.66,-47.23,0.346638157
2018-06-30 23:45,2304.213,1,-24.59,-49.13,0.33330592
2018-06-30 23:55,2314.232,1,-24.44,-44.98,0.346638157
2018-07-01 00:05,2324.251,1,-24.37,-48.86,0.33330592
2018-07-01 00:15,2334.269,1,-24.26,-48.03,0.33330592
2018-07-01 00:25,2344.288,1,-24.21,-45.96,0.33330592
2018-07-01 00:35,2354.307,1,-24.11,-48.35,0.346638157
2018-07-01 00:45,2364.325,1,-24,-46.57,0.33330592
2018-07-01 00:55,2374.344,1,-23.93,-45.97,0.33330592
2018-07-01 01:05,2384.363,1,-23.84,-45.27,0.346638157
2018-07-01 01:15,2394.382,1,-23.73,-48.81,0.33330592
2018-07-01 01:25,2404.401,1,-23.63,-46.41,0.33330592
2018-07-01 01:35,2414.42,1,-23.56,-46.44,0.359970394
2018-07-01 01:45,2424.439,1,-23.45,-48.6,0.33330592
2018-07-01 01:55,2434.457,1,-23.29,-46.46,0.346638157
2018-07-01 02:05,2444.476,1,-23.27,-48.75,0.33330592
2018-07-01 02:15,2454.495,1,-23.14,-46.96,0.33330592
2018-07-01 02:25,2464.514,1,-23.05,-46.24,0.33330592
2018-07-01 02:35,2474.532,1,-22.9,-47.85,0.33330592
2018-07-01 02:45,2484.551,1,-22.83,-48.49,0.33330592
2018-07-01 02:55,2494.57,1,-22.74,-46.71,0.33330592
2018-07-01 03:05,2504.589,1,-22.63,-46.41,0.346638157
2018-07-01 03:15,2514.608,1,-22.54,-46.28,0.346638157
2018-07-01 03:25,2524.627,1,-22.47,-46.39,0.346638157
2018-07-01 03:35,2534.647,1,-22.34,-47.93,0.346638157
2018-07-01 03:45,2544.665,1,-22.21,-47.27,0.33330592
2018-07-01 03:55,2554.685,1,-22.15,-46.57,0.346638157
2018-07-01 04:05,2564.703,1,-22.03,-45.11,0.33330592
2018-07-01 04:15,2574.723,1,-21.97,-48.89,0.33330592
2018-07-01 04:25,2584.741,1,-21.83,-47.1,0.346638157
2018-07-01 04:35,2594.76,1,-21.75,-47.29,0.33330592
2018-07-01 04:45,2604.779,1,-21.68,-48.62,0.33330592
2018-07-01 04:55,2614.798,1,-21.51,-46.22,0.346638157
2018-07-01 05:05,2624.817,1,-21.46,-46.83,0.33330592
2018-07-01 05:15,2634.836,1,-21.31,-48.31,0.346638157
2018-07-01 05:25,2644.826,1,-21.24,-47.78,0.346638157
2018-07-01 05:35,2654.839,1,-21.13,-47.05,0.33330592
2018-07-01 05:45,2664.857,1,-20.98,-47.83,0.346638157
2018-07-01 05:55,2674.875,1,-20.91,-48.6,0.33330592
2018-07-01 06:05,2684.893,1,-20.76,-44.96,0.346638157
2018-07-01 06:15,2694.911,1,-20.59,-47.91,0.346638157
2018-07-01 06:25,2704.93,1,-20.47,-48.11,0.33330592
2018-07-01 06:35,2714.948,1,-20.39,-46.77,0.33330592
2018-07-01 06:45,2724.965,1,-20.24,-47.6,0.33330592
2018-07-01 06:55,2734.984,1,-20.13,-48.47,0.346638157
2018-07-01 07:05,2745.001,1,-19.97,-46.95,0.33330592
2018-07-01 07:15,2755.019,1,-19.85,-45.97,0.346638157
2018-07-01 07:25,2765.037,1,-19.76,-46.25,0.33330592
2018-07-01 07:35,2775.055,1,-19.68,-47.47,0.33330592
2018-07-01 07:45,2785.073,1,-19.48,-48.58,0.33330592
2018-07-01 07:55,2795.091,1,-19.37,-47.27,0.33330592
2018-07-01 08:05,2805.109,1,-19.21,-47.71,0.346638157
2018-07-01 08:16,2815.127,1,-19.06,-48.47,0.346638157
2018-07-01 08:26,2825.145,1,-18.91,-44.96,0.346638157
2018-07-01 08:36,2835.163,1,-18.78,-48.27,0.33330592
2018-07-01 08:46,2845.181,1,-18.65,-47.23,0.346638157
2018-07-01 08:56,2855.199,1,-18.47,-47.76,0.346638157
2018-07-01 09:06,2865.217,1,-18.36,-46.68,0.346638157
2018-07-01 09:16,2875.235,1,-18.16,-49.08,0.33330592
2018-07-01 09:26,2885.253,1,-18.01,-48.37,0.33330592
2018-07-01 09:36,2895.271,1,-17.83,-48.95,0.346638157
2018-07-01 09:46,2905.288,1,-17.63,-45.18,0.33330592
2018-07-01 09:56,2915.306,1,-17.45,-47.78,0.346638157
2018-07-01 10:06,2925.323,1,-17.28,-48.99,0.346638157
2018-07-01 10:16,2935.341,1,-17.06,-47.72,0.33330592
2018-07-01 10:26,2945.359,1,-16.95,-46.32,0.33330592
2018-07-01 10:36,2955.377,1,-16.73,-47.69,0.33330592
2018-07-01 10:46,2965.394,1,-16.59,-46.77,0.346638157
2018-07-01 10:56,2975.412,1,-16.4,-47.1,0.33330592
2018-07-01 11:06,2985.43,1,-16.16,-46.4,0.33330592
2018-07-01 11:16,2995.448,1,-15.96,-47.09,0.33330592
2018-07-01 11:26,3005.466,1,-15.84,-47.18,0.33330592
2018-07-01 11:36,3015.483,1,-15.59,-48.03,0.359970394
2018-07-01 11:46,3025.501,1,-15.41,-48.49,0.346638157
2018-07-01 11:56,3035.518,1,-15.23,-47.16,0.346638157
2018-07-01 12:06,3045.536,1,-15.05,-48.58,0.346638157
2018-07-01 12:16,3055.553,1,-14.79,-45.32,0.346638157
2018-07-01 12:26,3065.571,1,-14.54,-49.19,0.33330592
2018-07-01 12:36,3075.588,1,-14.37,-47.5,0.33330592
2018-07-01 12:46,3085.606,1,-14.08,-46.94,0.346638157
2018-07-01 12:56,3095.624,1,-13.86,-48.86,0.346638157
2018-07-01 13:06,3105.641,1,-13.64,-47.69,0.33330592
2018-07-01 13:16,3115.659,1,-13.33,-47.38,0.346638157
2018-07-01 13:26,3125.677,1,-13.11,-46.58,0.346638157
2018-07-01 13:36,3135.694,1,-12.85,-45.54,0.359970394
2018-07-01 13:46,3145.712,1,-12.61,-47.06,0.346638157
2018-07-01 13:56,3155.73,1,-12.3,-46.2,0.346638157
2018-07-01 14:06,3165.747,1,-12.02,-49.24,0.359970394
2018-07-01 14:16,3175.765,1,-11.72,-46.66,0.346638157
2018-07-01 14:26,3185.783,1,-11.39,-47.03,0.346638157
2018-07-01 14:36,3195.801,1,-11.04,-47.96,0.33330592
2018-07-01 14:46,3205.819,1,-10.73,-45.47,0.33330592
2018-07-01 14:56,3215.837,1,-10.38,-49.13,0.346638157
2018-07-01 15:06,3225.854,1,-9.94,-47.54,0.346638157
2018-07-01 15:16,3235.871,1,-9.57,-45.73,0.33330592
2018-07-01 15:26,3245.889,1,-9.3,-49.17,0.346638157
2018-07-01 15:36,3255.907,1,-8.75,-48.99,0.33330592
2018-07-01 15:46,3265.925,1,-8.26,-44.28,0.346638157
2018-07-01 15:56,3275.942,1,-7.83,-46.53,0.346638157
2018-07-01 16:06,3285.96,1,-7.3,-46.28,0.33330592
2018-07-01 16:16,3295.978,1,-6.77,-45.78,0.346638157
2018-07-01 16:26,3305.995,1,-6.26,-46.89,0.33330592
2018-07-01 16:36,3316.013,1,-5.63,-45.36,0.33330592
2018-07-01 16:46,3326.031,1,-5.03,-47.23,0.33330592
2018-07-01 16:56,3336.049,1,-4.35,-46.89,0.346638157
2018-07-01 17:06,3346.067,1,-3.71,-47.3,0.346638157
2018-07-01 17:16,3356.085,1,-3.02,-44.68,0.359970394
2018-07-01 17:26,3366.103,1,-2.3,-47.82,0.33330592
2018-07-01 17:37,3376.121,1,-1.57,-47.27,0.33330592
2018-07-01 17:47,3386.139,1,-0.8,-47.87,0.33330592
2018-07-01 17:57,3396.157,1,0.02,-48.44,0.346638157
2018-07-01 18:07,3406.174,1,0.83,-47.78,0.359970394
2018-07-01 18:17,3416.192,1,1.71,-47.19,0.346638157
2018-07-01 18:27,3426.21,1,2.61,-48.44,0.359970394
2018-07-01 18:37,3436.228,1,3.51,-46.59,0.33330592
2018-07-01 18:47,3446.246,1,4.46,-48.73,0.346638157
2018-07-01 18:57,3456.263,1,5.46,-48.19,0.33330592
2018-07-01 19:07,3466.281,1,6.47,-49.22,0.359970394
2018-07-01 19:17,3476.299,1,7.46,-44.41,0.359970394
2018-07-01 19:27,3486.316,1,8.5,-47.74,0.346638157
2018-07-01 19:37,3496.333,1,9.51,-49.04,0.359970394
2018-07-01 19:47,3506.351,1,10.48,-48.95,0.346638157
2018-07-01 19:57,3516.369,1,11.66,-49.19,0.413299341
2018-07-01 20:07,3526.386,1,12.7,-49.63,0.399967104
2018-07-01 20:17,3536.404,1,13.81,-48.49,0.399967104
2018-07-01 20:27,3546.422,1,14.82,-48.14,0.399967104
2018-07-01 20:37,3556.44,1,15.72,-49.46,0.413299341
2018-07-01 20:47,3566.457,1,16.63,-49.32,0.399967104
2018-07-01 20:57,3576.475,1,17.44,-48.14,0.386634867
2018-07-01 21:07,3586.492,1,18.17,-49.24,0.413299341
2018-07-01 21:17,3596.528,1,18.85,-49.46,0.399967104
2018-07-01 21:27,3606.562,1,19.4,-48.14,0.399967104
2018-07-01 21:37,3616.582,1,19.97,-49.08,0.399967104
2018-07-01 21:47,3626.601,1,20.46,-48.19,0.399967104
2018-07-01 21:57,3636.619,1,20.99,-47.38,0.399967104
2018-07-01 22:07,3646.637,1,21.43,-47.3,0.399967104
2018-07-01 22:17,3656.654,1,21.93,-48.14,0.399967104
2018-07-01 22:27,3666.672,1,22.31,-49.92,0.399967104
2018-07-01 22:37,3676.689,1,22.58,-48.71,0.399967104
2018-07-01 22:47,3686.707,1,22.97,-48.89,0.413299341
2018-07-01 22:57,3696.725,1,23.32,-49.19,0.399967104
2018-07-01 23:07,3706.742,1,23.59,-49.64,0.399967104
2018-07-01 23:17,3716.76,1,23.92,-49.54,0.399967104
2018-07-01 23:27,3726.777,1,24.25,-49.44,0.399967104
2018-07-01 23:37,3736.795,1,24.51,-49.13,0.399967104
2018-07-01 23:47,3746.813,1,24.8,-49.46,0.399967104
2018-07-01 23:57,3756.831,1,25.04,-48.42,0.399967104
2018-07-02 00:07,3766.849,1,25.22,-49.19,0.399967104
2018-07-02 00:17,3776.867,1,25.44,-48.89,0.399967104
2018-07-02 00:27,3786.885,1,25.68,-48.33,0.399967104
2018-07-02 00:37,3796.903,1,25.88,-48.6,0.399967104
2018-07-02 00:47,3806.92,1,26.01,-48.66,0.399967104
2018-07-02 00:57,3816.938,1,26.26,-47.58,0.399967104
2018-07-02 01:07,3826.956,1,26.45,-49.37,0.399967104
2018-07-02 01:17,3836.977,1,26.6,-49.64,0.399967104
2018-07-02 01:27,3846.998,1,26.74,-48.86,0.399967104
2018-07-02 01:37,3857.017,1,26.92,-48.4,0.399967104
2018-07-02 01:47,3867.036,1,27,-48.81,0.399967104
2018-07-02 01:57,3877.055,1,27.18,-49,0.399967104
2018-07-02 02:07,3887.072,1,27.31,-49.37,0.399967104
2018-07-02 02:17,3897.089,1,27.4,-48.67,0.399967104
2018-07-02 02:27,3907.107,1,27.56,-49.61,0.399967104
2018-07-02 02:38,3917.124,1,27.63,-48.64,0.399967104
2018-07-02 02:48,3927.141,1,27.71,-49.5,0.399967104
2018-07-02 02:58,3937.159,1,27.8,-49.26,0.399967104
2018-07-02 03:08,3947.176,1,27.89,-47.41,0.399967104
2018-07-02 03:18,3957.195,1,27.98,-48.49,0.399967104
2018-07-02 03:28,3967.214,1,28.04,-49.1,0.399967104
2018-07-02 03:38,3977.233,1,28.08,-48.86,0.399967104
2018-07-02 03:48,3987.251,1,28.22,-49.41,0.399967104
2018-07-02 03:58,3997.27,1,28.26,-48.23,0.399967104
2018-07-02 04:08,4007.289,1,28.3,-49.26,0.399967104
2018-07-02 04:18,4017.308,1,28.38,-48.62,0.399967104
2018-07-02 04:28,4027.327,1,28.38,-48.31,0.399967104
2018-07-02 04:38,4037.346,1,28.45,-49.5,0.399967104
2018-07-02 04:48,4047.364,1,28.48,-48.35,0.399967104
2018-07-02 04:58,4057.383,1,28.55,-48.92,0.399967104
2018-07-02 05:08,4067.401,1,28.57,-48.75,0.399967104
2018-07-02 05:18,4077.42,1,28.61,-48.02,0.399967104
2018-07-02 05:28,4087.439,1,28.61,-49,0.399967104
2018-07-02 05:38,4097.458,1,28.66,-46.28,0.399967104
2018-07-02 05:48,4107.476,1,28.74,-49.04,0.399967104
2018-07-02 05:58,4117.494,1,28.72,-49.37,0.399967104
2018-07-02 06:08,4127.513,1,28.72,-49.19,0.399967104
2018-07-02 06:18,4137.532,1,28.76,-48.11,0.399967104
2018-07-02 06:28,4147.55,1,28.79,-49.17,0.399967104
