batch_id,CollectorTankLevel,DifferentialPressure,DryerPressure,AgitatorPower,AgitatorTorque,AgitatorSpeed,JacketTemperatureSP,JacketTemperature,DryerTemperatureSP,DryerTemp,ClockTime
1,42.94,2.8,58.03,106.17,8.015,32.319,61.892,84.998,87.705,25.24,38
1,43.9,2.717,57.718,104.75,8.015,27.625,61.784,84.997,87.718,25.128,39
1,44.861,2.758,57.4,104.59,8.016,27.377,61.622,84.996,87.775,24.97,40
1,45.822,2.903,56.954,103.43,8.016,31.716,61.46,84.996,87.834,24.828,41
1,46.783,2.896,56.508,102.33,8.016,31.043,61.297,84.995,87.893,24.691,42
1,47.63,2.988,56.061,102.21,8.016,30.636,61.134,84.995,87.957,24.573,43
1,48.444,3.03,55.615,101.53,8.016,29.097,60.971,84.994,88.021,24.485,44
1,49.258,3.086,55.163,99.783,8.016,28.587,60.808,84.993,88.085,24.398,45
1,50.009,3.068,54.709,98.851,8.016,27.473,60.645,84.993,88.126,24.325,46
1,50.766,3.173,54.256,96.821,8.017,26.023,60.482,84.992,88.167,24.252,47
1,51.419,3.135,53.802,96.668,8.017,25.364,60.32,84.992,88.207,24.098,48
1,52.037,3.248,53.246,95.876,8.017,24.433,60.11,84.991,88.247,23.948,49
1,52.572,3.301,52.684,94.283,8.017,20.613,60.077,84.99,88.313,23.831,50
1,53.107,3.384,52.123,94.074,8.017,25.767,60.09,84.99,88.399,23.647,51
1,53.642,3.437,51.413,92.105,8.017,20.504,59.67,84.989,88.486,23.48,52
1,54.177,3.612,50.665,91.222,8.017,24.797,59.347,84.988,88.577,23.369,53
1,54.638,3.698,49.708,89.475,8.018,24.313,59.299,84.988,88.668,23.299,54
1,54.872,3.904,48.579,88.597,8.018,24.202,59.324,84.987,88.703,23.229,55
1,55.106,4.089,46.511,86.025,8.018,20.521,59.215,84.987,88.63,23.158,56
1,55.34,4.465,44.33,83.985,8.018,15.75,59.142,84.986,88.557,23.325,57
1,55.574,4.872,42.15,82.149,8.018,19.237,59.075,84.985,88.359,23.763,58
1,55.619,5.213,39.969,80.32,8.018,15.617,59.009,84.985,88.03,24.502,59
1,55.6,5.856,37.788,78.207,8.018,18.256,58.988,84.984,87.698,25.241,60
1,55.581,6.376,34.74,76.87,27.067,19.625,58.967,84.983,87.356,25.98,61
1,55.562,6.702,32.958,74.757,31.98,13.763,58.947,84.983,86.847,26.856,62
1,55.543,6.845,30.864,74.464,32.029,17.448,58.927,84.982,85.844,28.785,63
1,55.524,7.06,29.625,74.219,32.029,16.926,58.906,84.982,86.952,30.875,64
1,55.505,7.427,28.605,74.029,32.028,16.736,58.886,84.981,85.864,32.97,65
1,55.486,7.789,28.316,73.876,32.028,16.365,58.865,84.98,86.739,35.066,66
1,55.481,8.191,28.351,73.622,32.028,11.966,58.845,84.98,85.707,37.161,67
1,55.485,8.652,28.386,73.33,32.027,15.419,58.825,84.979,86.517,39.257,68
1,55.488,9.202,28.422,73.188,32.027,13.56,58.825,84.979,85.554,41.17,69
1,55.492,9.705,28.457,73.045,32.026,14.887,58.826,84.978,86.302,42.925,70
1,55.495,10.311,28.492,72.599,32.026,16.095,58.857,84.977,85.43,44.681,71
1,55.499,10.784,28.528,71.786,32.025,13.982,58.761,84.977,86.122,46.436,72
1,55.502,11.247,28.563,70.994,32.025,14.735,58.81,84.977,85.345,47.932,73
1,55.506,11.896,28.598,70.477,32.024,12.14,58.821,84.976,85.986,49.363,74
1,55.509,12.398,28.634,70.19,32.024,14.208,58.804,84.976,85.273,50.794,75
1,55.513,13.07,28.669,70.188,32.024,12.56,58.787,84.976,85.864,52.225,76
1,55.516,13.614,28.705,70.26,32.023,12.418,58.771,84.975,85.214,53.541,77
1,55.52,14.331,28.74,70.332,32.023,12.217,58.754,84.975,85.758,54.777,78
1,55.523,14.954,28.775,70.403,32.022,13.575,58.748,84.969,85.159,55.997,79
1,55.527,15.572,28.811,70.475,32.022,11.871,58.745,84.962,85.65,57.165,80
1,55.53,16.266,28.846,70.547,32.021,13.38,58.742,84.955,85.086,58.272,81
1,55.534,16.864,28.881,70.792,32.021,13.384,58.739,84.948,85.517,59.379,82
1,55.537,17.589,28.917,71.059,32.02,13.041,58.736,84.941,85.788,60.48,83
1,55.541,18.246,28.952,71.397,32.02,12.46,58.733,84.934,85.343,61.542,84
1,55.544,18.979,28.987,71.735,32.02,11.838,58.73,84.927,85.632,62.59,85
1,55.545,19.744,29.023,72.072,32.019,12.746,58.727,84.92,85.112,63.63,86
1,55.542,20.509,29.058,72.41,32.019,14.172,58.725,84.913,85.353,64.67,87
1,55.54,21.221,29.094,72.748,32.018,13.84,58.722,84.906,85.524,65.71,88
1,55.538,21.909,29.129,73.086,32.018,14.713,58.719,84.899,85.008,66.75,89
1,55.535,22.608,29.164,73.424,32.017,16.049,58.716,84.892,85.112,67.822,90
1,55.533,23.399,29.2,73.762,32.017,15.096,58.713,84.885,85.156,68.899,91
1,55.53,24.183,29.235,74.099,32.016,15.505,58.71,84.878,85.158,69.977,92
1,55.528,24.967,29.27,74.437,32.016,15.587,58.707,84.871,85.065,71.088,93
1,55.525,25.751,29.306,74.775,32.015,14.52,58.704,84.864,85.343,72.251,94
1,55.523,26.54,29.341,75.113,32.015,17.138,58.701,84.857,85.168,73.392,95
1,55.52,27.194,29.377,75.451,32.015,16.753,58.698,84.85,85.147,74.479,96
1,55.518,27.928,29.412,75.788,32.014,16.099,58.695,84.843,85.123,75.562,97
1,55.516,28.741,29.447,76.126,32.014,14.808,58.692,84.836,85.061,76.643,98
1,55.513,29.461,29.483,76.515,32.013,17.031,58.689,84.829,85.046,77.724,99
1,55.511,30.238,29.518,76.942,32.013,15.079,58.686,84.822,85.03,78.806,100
1,55.508,30.958,29.553,77.207,32.012,16.235,58.683,84.815,85.014,79.887,101
1,55.506,31.627,29.589,77.259,23.609,17.883,58.68,84.808,84.998,80.968,102
1,55.503,32.214,29.624,75.859,16.001,15.051,58.677,84.801,84.983,81.804,103
1,55.501,32.769,29.659,72.695,15.999,14.394,46.21,84.756,81.433,82.503,104
1,55.499,32.212,31.619,69.356,15.996,13.039,88.634,64.412,71.118,82.964,105
1,55.496,34.012,29.692,67.671,15.994,10.605,31.93,63.665,56.255,83.316,106
1,55.494,34.244,29.692,66.83,15.991,11.901,74.728,35.547,39.181,83.269,107
1,55.491,34.435,29.692,66.434,15.989,9.803,24.789,24.14,24.429,82.884,108
1,58.253,-0.04,790.3,62.997,8.014,6.772,0.0,17.095,23.745,82.107,109
1,58.251,0.024,792.21,62.959,8.014,7.448,0.0,16.829,23.739,81.046,110
1,58.249,0.037,792.05,62.92,8.013,7.481,0.0,16.629,23.734,79.984,111
1,58.248,0.041,791.89,62.882,8.013,7.647,0.0,16.476,23.729,78.494,112
1,58.246,0.045,791.73,62.843,8.012,7.518,0.0,16.39,23.724,76.539,113
1,58.244,0.049,791.57,62.805,8.012,7.617,0.0,16.191,23.719,74.585,114
1,58.243,0.052,791.42,62.766,8.011,7.658,0.0,16.239,23.714,72.63,115
1,58.241,0.056,791.38,62.728,8.011,7.137,0.0,16.569,23.709,70.762,116
1,58.24,0.06,791.64,62.689,8.01,7.471,0.0,16.5,23.704,68.843,117
1,58.238,0.063,791.83,62.65,8.01,7.144,0.0,16.431,23.699,67.127,118
1,58.236,0.067,791.93,62.607,8.01,7.323,0.0,16.268,23.694,65.382,119
1,58.235,0.071,791.96,62.558,8.009,7.015,0.0,16.156,23.689,63.637,120
1,58.233,0.075,791.96,62.509,8.009,7.103,0.0,16.181,23.684,62.094,121
1,58.231,0.078,791.96,62.46,8.008,6.443,0.0,16.207,23.679,60.664,122
1,58.23,0.082,792.01,62.411,8.008,6.905,0.0,16.232,23.674,59.372,123
1,58.228,0.086,792.5,62.361,8.007,7.251,0.0,16.257,23.669,58.141,124
1,58.227,0.089,792.99,62.312,8.007,6.72,0.0,16.283,23.664,56.91,125
1,58.225,0.089,793.49,62.263,8.006,6.992,0.0,16.308,23.659,55.795,126
1,58.225,0.089,792.43,62.214,8.006,6.94,0.0,16.364,23.654,54.735,127
1,58.225,0.09,792.63,62.164,8.006,6.816,0.0,16.482,23.649,53.674,128
1,58.225,0.09,792.8,62.107,8.005,6.539,0.0,16.628,23.644,52.8,129
1,58.225,0.091,792.52,62.051,8.005,6.319,0.0,16.989,23.639,51.961,130
1,58.225,0.091,792.24,61.995,8.004,6.499,0.0,17.311,23.634,51.122,131
1,58.225,0.092,791.96,61.938,8.004,6.369,0.0,17.193,23.629,50.329,132
1,58.225,0.092,791.68,61.882,8.003,6.506,0.0,16.906,23.624,49.672,133
1,58.225,0.093,791.4,61.825,8.003,5.9,0.0,16.527,23.619,49.015,134
1,58.225,0.093,791.13,61.769,8.002,6.219,0.0,16.332,23.614,48.357,135
1,58.225,0.094,791.12,61.713,8.002,5.615,0.0,16.293,23.609,47.7,136
1,58.225,0.094,791.27,61.691,8.001,5.787,0.0,16.253,23.604,47.043,137
1,58.225,0.093,791.42,61.673,8.001,5.985,0.0,16.213,23.598,46.386,138
1,58.225,0.092,791.46,62.908,47.282,5.975,0.0,16.174,23.593,46.408,139
1,58.225,0.091,791.4,62.072,47.998,5.459,0.0,16.039,23.588,48.262,140
1,58.225,0.089,792.75,61.762,47.995,4.653,0.0,15.836,23.583,48.384,141
1,58.225,0.088,789.22,61.453,47.992,4.001,0.0,15.837,23.578,47.555,142
1,58.225,0.092,791.46,61.144,47.989,4.033,0.0,15.894,23.573,46.393,143
1,58.225,0.105,793.08,60.835,47.986,3.116,0.0,15.95,23.568,44.892,144
1,58.225,-0.053,775.88,60.525,47.983,2.039,0.0,15.933,23.563,43.023,145
1,58.225,0.068,790.86,60.216,47.979,2.32,0.0,15.837,23.558,41.057,146
1,58.225,-0.087,778.17,0.833,-0.241,-0.056,14.988,15.676,20.0,38.946,147
2,0.0,-0.161,101.68,143.15,8.042,45.497,90.349,20.453,20.0,14.916,0
2,0.111,-0.27,30.833,185.92,8.194,73.839,99.97,39.746,49.806,15.752,1
2,1.003,-0.233,31.377,183.5,8.129,68.699,99.97,56.846,64.982,16.35,2
2,1.93,-0.196,31.921,176.47,8.109,58.212,99.97,72.961,77.621,16.964,3
2,2.898,-0.054,32.464,172.23,8.1,66.258,94.813,87.453,87.44,17.743,4
2,4.056,0.163,33.393,170.66,8.054,63.284,59.459,87.512,87.114,18.539,5
2,5.264,0.26,34.433,168.4,8.067,52.455,52.434,84.606,86.788,19.334,6
2,6.607,0.399,35.022,165.25,8.067,47.404,66.313,83.628,86.462,19.813,7
2,8.004,0.538,35.428,164.8,8.066,50.018,73.422,85.049,86.18,20.222,8
2,9.518,0.677,35.834,163.72,8.065,61.082,66.961,85.693,86.037,20.534,9
2,11.032,0.817,36.24,162.83,8.064,53.081,62.525,85.208,85.894,20.847,10
2,12.546,0.956,36.646,161.62,8.064,46.711,64.516,84.685,85.751,21.109,11
2,14.06,1.086,36.586,162.75,8.063,47.869,66.901,84.855,85.649,21.295,12
2,15.574,1.232,36.462,162.06,8.062,56.972,66.441,85.083,85.589,21.45,13
2,17.129,1.384,36.339,159.72,8.061,51.569,64.831,85.083,85.529,21.583,14
2,18.706,1.534,36.216,160.54,8.061,41.236,64.614,85.083,85.469,21.707,15
2,20.268,1.684,36.092,159.63,8.06,39.674,65.206,85.084,85.41,21.811,16
2,21.835,1.834,35.969,158.49,8.059,44.158,65.155,85.084,85.353,21.867,17
2,23.405,1.983,35.846,157.54,8.057,50.89,64.637,85.084,85.331,21.922,18
2,24.974,2.14,35.722,158.17,8.048,46.921,64.142,85.084,85.309,21.978,19
2,26.543,2.316,35.599,157.08,8.039,43.915,64.1,85.084,85.287,22.022,20
2,28.026,2.484,35.476,156.36,8.03,46.133,64.058,85.084,85.265,22.065,21
2,29.498,2.756,35.352,154.17,8.021,43.665,64.016,85.085,85.243,22.107,22
2,30.969,2.923,35.229,155.1,8.012,42.163,63.82,85.085,85.221,22.15,23
2,32.441,3.144,35.105,154.47,8.003,56.894,63.584,85.085,85.199,22.192,24
2,33.912,3.404,34.982,153.43,8.0,55.748,63.478,85.085,85.177,22.235,25
2,35.384,3.614,34.859,152.62,8.0,53.094,63.32,85.085,85.156,22.278,26
2,36.772,3.86,34.735,151.62,7.999,47.58,63.071,85.085,85.137,22.316,27
2,38.149,4.13,34.376,151.37,7.999,43.285,62.896,85.086,85.118,22.349,28
2,39.551,4.37,34.014,151.84,7.999,40.348,62.771,85.086,85.098,22.382,29
2,40.836,4.61,33.651,149.67,7.998,52.82,62.566,85.086,85.079,22.415,30
2,42.089,4.781,33.288,151.53,7.998,53.215,62.353,85.086,85.06,22.448,31
2,43.286,4.965,32.925,149.75,7.997,41.381,62.141,85.086,85.041,22.481,32
2,44.482,5.126,32.524,147.56,7.997,51.355,61.929,85.086,85.022,22.519,33
2,45.679,5.105,32.096,147.7,7.996,45.372,61.717,85.087,87.478,22.557,34
2,46.876,5.08,31.667,147.21,7.996,48.294,61.505,85.087,87.432,22.596,35
2,48.072,5.054,31.238,145.96,7.995,53.053,61.292,85.087,87.386,22.634,36
2,49.22,4.991,30.759,144.58,7.995,50.422,61.08,85.087,87.339,22.673,37
2,50.324,4.794,30.104,144.2,7.994,52.308,60.907,85.087,87.293,22.873,38
2,51.296,4.614,29.45,142.59,7.994,38.116,60.47,85.087,87.247,23.075,39
2,52.268,4.29,28.741,141.42,7.994,38.762,60.039,85.087,87.18,23.277,40
2,53.239,3.942,27.845,138.96,7.993,38.418,59.888,85.088,86.959,23.593,41
2,54.211,3.884,26.95,139.15,7.993,43.443,59.791,85.088,86.709,24.098,42
2,55.183,3.823,26.054,138.0,7.992,47.031,59.694,85.088,86.392,24.674,43
2,56.155,3.754,25.158,135.98,7.992,43.41,59.598,85.088,86.076,25.28,44
2,57.127,3.704,25.052,135.39,7.991,38.093,59.534,85.088,85.759,25.994,45
2,58.099,3.171,25.983,133.43,7.991,46.634,59.508,85.088,85.443,26.747,46
2,58.099,2.602,27.647,130.05,7.99,42.349,59.481,85.089,85.094,27.5,47
2,59.639,1.991,29.749,128.03,7.99,32.68,59.454,85.089,86.938,28.253,48
2,60.33,1.99,30.539,126.71,7.989,34.801,59.428,85.089,86.487,29.094,49
2,61.066,1.985,31.305,124.58,7.989,32.948,59.401,85.088,86.036,29.999,50
2,61.783,1.207,31.212,120.25,7.988,37.058,59.375,85.07,85.622,30.85,51
2,62.482,1.743,29.506,122.89,7.988,37.404,59.391,85.053,85.22,31.554,52
2,63.048,0.463,33.116,117.42,7.988,29.922,59.392,85.035,86.971,32.257,53
2,63.466,0.884,27.561,117.05,7.987,37.643,59.385,85.018,86.603,32.96,54
2,63.791,0.389,32.38,106.48,7.987,32.397,59.379,85.002,86.236,33.664,55
2,64.021,0.137,28.758,110.39,7.986,30.542,59.372,85.001,85.869,34.367,56
2,64.15,0.642,28.539,101.41,7.986,25.682,59.365,85.001,85.502,35.07,57
2,64.211,-0.406,32.289,107.55,7.985,22.445,59.359,85.0,85.134,35.945,58
2,64.273,0.148,28.884,104.84,7.985,23.117,59.352,85.0,86.593,36.884,59
2,64.334,-0.256,34.424,98.948,7.984,22.437,59.345,84.999,86.114,37.806,60
2,64.396,0.001,27.992,103.49,7.984,25.156,59.338,84.999,85.635,38.757,61
2,64.457,0.193,33.471,94.348,7.983,26.903,59.332,84.998,85.156,39.797,62
2,64.519,-0.149,28.348,103.85,7.983,29.054,59.325,84.997,86.44,40.66,63
2,64.58,0.567,31.723,91.697,31.98,28.896,59.318,84.997,85.954,41.631,64
2,64.642,-0.266,29.279,101.8,31.975,28.618,59.311,84.996,86.493,43.851,65
2,64.703,0.43,30.012,98.248,31.971,30.682,59.293,84.992,85.222,46.314,66
2,64.765,-0.35,30.995,101.44,31.966,24.085,59.27,84.987,85.334,48.977,67
2,64.81,0.124,27.155,105.96,31.961,35.247,59.25,84.983,85.326,51.711,68
2,64.837,-0.279,34.321,100.08,31.957,29.304,59.233,84.98,85.185,54.462,69
2,64.864,-0.085,29.264,109.72,31.952,29.556,59.216,84.978,85.797,57.3,70
2,64.891,0.366,33.201,101.13,31.948,30.607,59.199,84.975,85.488,60.092,71
2,64.918,0.006,28.504,112.06,31.943,29.688,59.182,84.972,85.685,63.028,72
2,64.947,0.654,29.377,106.75,31.939,28.879,59.166,84.97,85.048,65.826,73
2,64.985,-0.447,30.715,112.4,31.934,35.041,59.149,84.967,85.333,68.826,74
2,65.023,0.282,28.114,114.85,31.929,36.098,59.132,84.964,85.299,71.893,75
2,65.063,-0.237,33.739,111.37,31.992,31.273,59.115,84.962,85.237,75.132,76
2,65.119,0.151,27.827,120.75,31.986,42.027,59.098,84.959,85.132,78.065,77
2,65.175,0.572,32.751,111.12,22.859,26.126,59.081,84.956,85.017,81.094,78
2,65.27,-0.414,29.388,118.02,15.951,34.44,51.393,84.832,81.903,82.743,79
2,65.368,-0.178,27.414,118.33,15.97,31.877,86.947,57.806,63.96,83.87,80
2,65.42,-0.71,33.192,117.44,16.011,39.326,26.7,33.482,33.017,84.773,81
2,65.471,-0.448,27.601,123.3,16.025,41.768,-5.0,14.424,2.382,85.611,82
2,65.518,-0.085,32.233,115.49,16.039,37.794,-5.0,14.523,2.225,85.996,83
2,65.559,-0.98,30.667,123.34,16.053,31.749,-4.113,14.29,2.143,86.203,84
2,65.559,-0.101,804.97,73.029,8.041,14.928,0.0,14.168,2.144,86.213,85
2,65.559,-0.05,808.14,76.996,8.04,16.894,0.0,14.127,2.145,85.469,86
2,65.559,-0.052,809.14,79.292,8.04,18.138,0.0,14.085,2.146,83.622,87
2,65.559,-0.053,809.12,81.653,8.039,19.223,0.0,14.044,2.147,81.523,88
2,65.559,-0.054,808.22,84.062,8.039,19.074,0.0,14.003,2.148,79.514,89
2,65.559,-0.055,806.75,85.921,8.039,18.815,0.0,14.014,2.149,77.584,90
2,65.559,-0.056,806.05,87.708,8.038,20.787,0.0,14.083,2.15,75.972,91
2,65.559,-0.057,805.89,86.6,8.038,21.094,0.0,14.152,2.151,74.767,92
2,65.559,-0.058,805.74,87.92,8.037,20.984,0.0,14.222,2.152,73.706,93
2,65.559,-0.059,805.58,88.167,8.037,21.101,0.0,14.291,2.153,72.616,94
2,65.559,-0.061,805.42,88.036,8.037,19.683,0.0,14.506,2.154,71.474,95
2,65.559,-0.062,805.27,89.997,8.036,21.599,0.0,14.775,2.155,70.598,96
2,65.559,-0.063,805.11,87.912,8.036,19.665,0.0,14.714,2.156,69.745,97
2,65.559,-0.064,804.96,89.164,8.035,20.725,0.0,14.652,2.157,69.053,98
2,65.559,-0.065,804.8,86.982,8.035,21.188,0.0,14.586,2.158,68.287,99
2,65.559,-0.066,804.65,86.864,8.034,20.472,0.0,14.501,2.159,67.457,100
2,65.559,-0.067,804.49,86.033,8.034,19.693,0.0,14.375,2.16,66.627,101
2,65.559,-0.068,804.41,86.063,8.034,20.357,0.0,14.105,2.161,65.753,102
2,65.559,-0.069,804.34,85.195,8.033,20.473,0.0,13.999,2.162,64.941,103
2,65.559,-0.071,804.26,86.318,8.033,18.933,0.0,13.896,2.163,64.13,104
2,65.559,-0.072,804.19,83.646,8.032,19.004,0.0,13.805,2.164,63.319,105
2,65.559,-0.073,804.12,81.477,8.032,19.168,0.0,13.714,2.165,62.508,106
2,65.559,-0.074,804.05,81.673,8.031,18.788,0.0,13.624,2.166,61.748,107
2,65.559,-0.075,803.98,81.956,8.031,17.98,0.0,13.533,2.167,60.927,108
2,65.559,-0.076,803.9,79.563,8.031,17.987,0.0,13.674,2.168,60.074,109
2,65.559,-0.077,803.83,78.997,8.03,17.453,0.0,13.848,2.169,59.209,110
2,65.559,-0.078,803.76,78.411,8.03,16.752,0.0,14.011,2.169,58.306,111
2,65.559,-0.079,803.69,77.7,8.029,16.862,0.0,13.799,2.17,57.574,112
2,65.559,-0.081,803.62,76.748,8.029,15.093,0.0,13.692,2.171,56.89,113
2,65.559,-0.082,803.54,76.527,8.028,16.124,0.0,13.608,2.172,56.162,114
2,65.559,-0.083,803.47,75.757,8.028,15.863,0.0,13.524,2.173,55.459,115
2,65.559,-0.084,803.4,75.07,8.028,15.25,0.0,13.439,2.174,54.856,116
2,65.559,-0.085,803.33,66.089,47.926,10.407,0.0,13.352,2.175,55.173,117
2,65.559,-0.086,803.26,65.853,48.01,10.225,0.0,13.248,2.176,55.12,118
2,65.559,-0.087,803.18,65.616,48.012,9.853,0.0,13.144,2.177,55.066,119
2,65.559,-0.088,803.16,65.341,48.013,9.272,0.0,13.043,2.178,55.013,120
2,65.559,-0.089,803.66,63.901,48.015,7.851,0.0,12.945,2.179,54.732,121
2,65.559,-0.091,803.25,63.661,48.017,8.062,0.0,12.948,2.18,54.139,122
2,65.559,-0.092,804.06,62.687,48.019,6.402,0.0,13.043,2.181,53.545,123
2,65.559,-0.093,783.87,61.977,48.02,5.952,0.0,13.205,2.182,52.952,124
2,65.559,-0.094,804.54,61.628,48.022,5.179,0.0,13.416,2.183,52.045,125
2,65.559,-0.095,802.27,60.852,48.024,3.799,0.0,13.627,2.184,50.663,126
2,65.559,-0.096,795.9,60.582,48.026,3.636,0.0,13.589,2.185,48.862,127
2,65.559,-0.097,776.88,1.462,-0.217,-0.046,12.991,13.484,20.0,46.638,128
3,0.0,-0.21,93.66,143.44,8.007,47.451,100.0,15.956,20.0,16.47,0
3,0.503,-0.247,33.254,166.66,8.009,49.047,100.0,34.756,39.054,17.286,1
3,1.789,-0.222,33.608,160.66,8.009,45.514,100.0,51.227,54.336,17.563,2
3,3.075,-0.195,33.961,159.19,8.009,58.543,100.0,66.487,68.105,17.841,3
3,4.362,-0.168,34.315,155.9,8.008,54.589,100.0,80.814,81.778,18.187,4
3,5.648,-0.038,34.669,153.45,8.008,50.155,75.135,89.02,86.236,18.851,5
3,6.934,0.067,35.011,151.48,8.008,42.761,50.95,86.134,85.93,19.497,6
3,8.29,0.166,34.93,153.33,8.007,38.722,53.796,83.766,85.659,19.861,7
3,9.828,0.229,34.848,152.42,8.007,39.983,70.925,83.594,85.543,20.201,8
3,11.38,0.309,34.766,149.82,8.007,54.375,72.018,85.584,85.428,20.397,9
3,12.968,0.401,34.685,149.11,8.006,45.816,64.25,85.627,85.312,20.561,10
3,14.561,0.492,34.603,147.9,8.006,36.237,61.98,85.09,85.235,20.725,11
3,16.221,0.583,34.521,147.85,8.006,53.724,65.042,84.681,85.21,20.865,12
3,17.867,0.675,34.44,144.24,8.005,49.339,66.756,84.942,85.186,20.92,13
3,19.489,0.766,34.358,145.97,8.005,50.281,65.614,85.066,85.161,20.974,14
3,21.135,0.858,34.276,145.85,8.005,43.176,64.152,85.064,85.136,21.029,15
3,22.759,0.949,34.194,144.67,8.004,36.441,64.435,85.062,85.112,21.082,16
3,24.399,1.033,34.113,144.14,8.004,39.563,65.017,85.06,85.087,21.071,17
3,25.988,1.129,34.031,142.54,8.004,45.124,64.949,85.058,85.062,21.061,18
3,27.577,1.228,33.949,142.44,8.003,45.832,64.674,85.057,85.051,21.05,19
3,29.165,1.329,33.868,140.53,8.003,48.333,64.394,85.055,85.05,21.039,20
3,30.754,1.431,33.786,140.74,8.003,44.51,64.115,85.053,85.048,21.028,21
3,32.359,1.518,33.704,141.22,8.002,38.888,63.987,85.051,85.046,21.017,22
3,33.845,1.598,33.622,139.93,8.002,37.481,63.903,85.049,85.044,21.007,23
3,35.379,1.727,33.541,140.21,8.002,37.754,63.739,85.047,85.042,20.996,24
3,36.882,1.869,33.459,140.24,8.001,49.371,63.539,85.045,85.041,20.985,25
3,38.311,1.951,33.377,138.66,8.001,43.179,63.432,85.043,85.039,20.974,26
3,39.739,2.08,33.296,137.76,8.001,35.891,63.361,85.041,85.037,20.964,27
3,41.168,2.209,33.214,136.41,8.0,45.939,63.241,85.039,85.035,20.953,28
3,42.596,2.364,33.132,135.6,8.0,36.949,63.021,85.037,85.033,20.942,29
3,44.025,2.513,33.042,135.96,8.0,44.68,62.802,85.035,85.031,20.931,30
3,45.422,2.623,32.665,134.67,7.999,35.809,62.582,85.033,85.03,20.921,31
3,46.742,2.733,32.288,132.09,7.999,38.447,62.363,85.031,85.028,20.928,32
3,48.061,2.843,31.911,133.45,7.999,42.289,62.143,85.029,85.026,20.942,33
