LotID,Y1,Y2,Y3,Y4,Y5,Y6
L021,31.083333333333332,3.728473568568657,57.666666666666664,4.773665131518817,79.75,3.545163158189171
L022,30.916666666666668,3.553700589355809,56.583333333333336,3.9648073054937676,79.08333333333333,3.728473568568724
L023,25.916666666666668,3.7284735685686683,52.166666666666664,3.6886393976723606,78.5,4.033946860424326
L024,28.666666666666668,6.637816362374452,60.5,9.765430679884854,85.91666666666667,5.384461369758788
L025,31.416666666666668,2.8749176536296583,55.666666666666664,2.1033883198882233,78.16666666666667,3.4333480435107697
L026,35.0,3.286335345030997,59.0,2.0976176963403033,80.66666666666667,1.505545305418323
L027,29.0,1.8586407545691703,54.083333333333336,2.4293034292806923,76.25,1.5447859516333116
L028,29.666666666666668,2.4618298195866433,53.666666666666664,2.8391206491809817,76.58333333333333,3.175426480543011
L029,31.166666666666668,3.250640962435963,54.833333333333336,2.926886855801984,78.33333333333333,0.816496580928023
L030,38.916666666666664,3.629633924274256,65.66666666666667,3.025147128903804,84.5,1.9771421064483223
L031,35.833333333333336,2.639444385977209,59.166666666666664,1.940790217067889,79.83333333333333,3.060501048303554
L032,28.666666666666668,2.6742316936860755,54.0,3.6431754380934325,78.75,3.2227881773960316
L033,30.5,3.9370039370059056,58.333333333333336,2.4221202832779434,80.66666666666667,3.3266599866333126
L034,32.0,3.7416573867739413,56.333333333333336,3.011090610836284,79.5,1.378404875209022
L035,30.166666666666668,2.657180095628824,55.083333333333336,2.7455197664337745,77.91666666666667,2.5746432527222716
L036,31.666666666666668,3.265986323710895,59.0,2.280350850198276,80.0,2.073644135332772
L037,31.166666666666668,2.5878504008094523,58.916666666666664,3.8954129979043564,81.33333333333333,3.676295896027951
L038,31.0,3.1622776601683795,56.0,1.751190071541757,78.66666666666667,2.160246899469399
L039,26.833333333333332,3.1251666622224494,53.666666666666664,5.085928299402816,79.16666666666667,3.125166662222537
L040,33.833333333333336,2.562550812504331,58.666666666666664,1.8618986725024604,79.5,1.0488088481701516
L041,38.0,2.0976176963403033,60.5,2.16794833886788,81.0,2.0976176963403033
L042,35.666666666666664,3.4448028487370084,62.166666666666664,2.0412414523192557,83.66666666666667,2.503331114069242
L043,34.0,2.6645825188948455,58.0,3.082207001484488,81.0,2.280350850198276
L044,33.666666666666664,3.8297084310253444,60.666666666666664,2.875181153713001,83.0,2.0
L045,33.333333333333336,4.320493798938567,58.333333333333336,2.4221202832779434,79.83333333333333,1.1690451944502196
L046,29.833333333333332,4.875106836436162,53.833333333333336,4.21505239192426,78.16666666666667,1.7224014243686492
L047,37.0,1.0954451150103321,59.666666666666664,1.5055453054180814,80.66666666666667,1.9663841605004735
L048,34.083333333333336,2.3915887961137705,58.333333333333336,3.5760143718780784,78.75,2.8324419275118906
L049,36.03030303030303,3.2056186105010447,57.03030303030303,3.499317282731221,75.87878787878788,3.217811733820349
L050,28.714285714285715,4.127750904079893,54.166666666666664,3.027650354097472,78.02380952380952,2.8412303693319614
L051,30.642857142857142,3.553228889344118,55.04761904761905,3.6018449266627144,77.0952380952381,3.44156461730691
L052,37.13333333333333,3.945607189261754,62.63333333333333,4.089375075209768,82.9,2.6568064832907146
L053,37.0,4.107057892007597,62.68518518518518,3.956480588136967,81.64814814814815,2.966208477561097
L054,34.56666666666667,3.297682920427346,61.6,3.5194043383151676,80.96666666666667,3.357783888769262
L055,36.083333333333336,2.3588738233075786,57.80555555555556,4.451769756878046,77.05555555555556,2.858015739679122
L056,36.523809523809526,4.067947857054214,60.642857142857146,3.6480628242038655,79.5952380952381,2.8632194382694847
L057,29.3,3.8609450335020457,56.43333333333333,3.901222914662161,79.83333333333333,3.5919770114206435
L058,31.38888888888889,3.0638703607205,56.72222222222222,3.2303127766395225,77.75,3.9379109762846163
L059,29.791666666666668,2.7784342658585457,56.125,2.2746961169004978,78.83333333333333,1.3196412358864447
L060,31.541666666666668,3.810502268236017,60.083333333333336,2.5861952356891464,82.16666666666667,2.315668119696804
L061,27.642857142857142,3.915548714947936,51.976190476190474,4.082482904638643,75.71428571428571,3.38688861534507
L062,32.0,4.1952353926806065,58.0,3.0983866769659336,79.0,1.4142135623730951
L063,31.0,4.092676385936225,54.0,4.640892025018312,76.0,3.11764285473776
L064,27.0,3.6886393976723384,51.0,3.2192602199319587,75.0,3.423404295390396
L065,28.0,3.4118947288897576,51.0,2.56954550505801,75.0,2.6626572422569708
L066,28.0,2.3915887961137705,51.0,3.3933982252532084,75.0,3.069892901103044
L067,33.0,3.9327683210006925,60.0,2.0412414523192557,80.0,2.9268868558021084
L068,32.0,4.978742691471285,57.0,5.201980974648585,78.0,3.028901190901226
L069,31.066666666666666,3.912256014940321,56.666666666666664,3.6135123168972294,80.93333333333334,3.2793327047595846
L070,30.0,2.581988897471611,56.0,3.1320159337914535,81.0,2.058663459163593
L071,29.0,3.640935354604681,51.0,3.619746414124037,75.0,2.063106942552946
L072,28.0,3.6285901761795403,59.0,6.2532043067985414,76.0,4.983305462575351
L073,26.0,2.7784342658585603,49.0,3.646293261032983,74.0,3.5161962919661303
L074,29.0,3.2245055275864973,53.0,3.7227643437336444,76.0,3.958114029012639
L075,28.0,4.090326298813972,49.0,2.689008968145924,73.0,1.9935794376847258
L076,29.0,3.6197464141240787,52.0,4.152540155566209,76.0,4.68220855185636
L077,29.0,3.086363722188452,52.0,2.9764029228205295,76.0,3.861380117296988
L078,32.0,2.8069178610689383,54.0,3.278719262151,76.0,3.8641710859922056
L079,28.0,1.764549903980152,51.0,2.4664414311581457,73.0,3.1622776601683795
L080,31.166666666666668,5.7416606192517685,56.666666666666664,0.8366600265340756,79.5,0.8366600265340756
L081,24.916666666666668,5.124953806148065,56.0,5.545268253204709,82.75,5.545268253204709
L082,32.333333333333336,2.3380903889000115,56.0,2.449489742783178,78.0,2.449489742783178
L083,31.333333333333332,3.265986323710895,57.0,3.0,79.16666666666667,3.3714487489308143
L084,23.083333333333332,3.4778208831447994,49.25,5.6163028001397,76.29166666666667,3.91334712417456
L085,27.916666666666668,1.5275252316519219,52.666666666666664,3.70094173109622,75.91666666666667,3.2879486097879482
L086,25.75,3.278719262151,51.0,3.884701930767545,75.66666666666667,3.256694736394716
L087,23.0,1.9748417658131499,45.0,3.4448028487370346,71.0,4.21505239192426
L088,22.0,1.7888543819998317,48.0,5.528712930390471,75.0,5.089204259999788
L089,31.0,2.4221202832779807,54.0,2.345207879911715,77.0,1.505545305418323
L090,27.0,3.69297918192009,49.0,4.623954193215213,75.0,4.082482904638588
L091,35.0,0.8164965809276888,59.0,2.1908902300206643,81.0,1.7511900715419648
L092,27.0,3.3393884397468794,49.0,2.8550858396053984,64.0,2.527125567985025
L093,23.0,3.7959878568725465,47.0,3.9810663004889357,74.0,3.663635110409178
L094,26.0,4.27377485545876,51.0,3.3063300170760606,75.0,5.0990195135927845
L095,27.0,1.032795558988615,54.0,3.0166206257996713,80.0,3.794733192202055
L096,35.0,3.0605010483034647,59.0,2.6583202716502057,80.0,1.1690451944502196
L097,38.0,2.2424476423255757,62.0,2.5033311140690966,82.0,1.3557637102738498
L098,34.0,2.9944392908634176,59.0,1.3291601358250345,79.0,1.9407902170680764
L099,34.0,3.6009258068816976,59.0,3.3266599866332034,79.0,2.898275349237888
L100,33.0,1.3291601358251028,57.0,2.0,78.0,1.8618986725026558
L101,30.0,2.7141603981096263,57.0,2.5298221281347035,82.0,2.8047578623951037
L102,32.0,2.926886855802015,63.0,2.8284271247461903,84.0,3.6560452221857367
L103,30.0,2.756809750418044,58.0,2.6583202716502057,81.0,1.83484785926985
L104,31.0,4.179314138308654,58.0,3.2093613071762426,81.0,3.3266599866333126
L105,27.0,3.614784456460247,56.0,5.089204259999788,82.0,1.9407902170680764
